the_geom,GEOID,FSHRI,FVI_storm_surge_present,FVI_storm_surge_2050s,FVI_storm_surge_2080s,FVI_tidal_2020s,FVI_tidal_2050s,FVI_tidal_2080s,flood_risk_score
"MULTIPOLYGON (((-74.0191144338309 40.707032999999996, -74.0187226487441 40.708899085365594, -74.0183859457304 40.71050281299, -74.0180019219325 40.712331931079795, -74.017987221648 40.7124019490226, -74.014358 40.711006000000005, -74.014697 40.709779, -74.014856 40.709394, -74.015513 40.707707, -74.015749 40.70718599999999, -74.015956 40.70668, -74.01660600000001 40.704963000000006, -74.016628 40.704798999999994, -74.0177705118913 40.7041480105187, -74.0178301261051 40.704247306020285, -74.0179858342878 40.7045066589685, -74.0188678840753 40.705975831679694, -74.019215 40.706554000000004, -74.0191144338309 40.707032999999996)))",36061031704,1.0,4.0,4.0,3.0,4.0,4.0,3.0,8.2
"MULTIPOLYGON (((-73.99214 40.759102999999996, -73.991685 40.75972899999999, -73.99123 40.760354, -73.990764 40.76098799999999, -73.987927 40.759791, -73.988391 40.759164, -73.988842 40.75853300000001, -73.989297 40.75790699999999, -73.989791 40.757234, -73.992633 40.758430000000004, -73.99214 40.759102999999996)))",36061012101,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.949937 40.772073000000006, -73.949878 40.772153, -73.949476 40.772707999999994, -73.94901 40.77334199999999, -73.946656 40.77235100000001, -73.947119 40.771711999999994, -73.947357 40.771387, -73.947584 40.771080000000005, -73.948073 40.770394, -73.948231 40.77045999999999, -73.950435 40.771390999999994, -73.949937 40.772073000000006)))",36061013602,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.961559 40.768437, -73.961102 40.769059, -73.960602 40.769749, -73.960109 40.77043199999999, -73.959645 40.771064, -73.957404 40.77012, -73.957866 40.76948399999998, -73.958362 40.768803, -73.958861 40.76812, -73.959318 40.767494, -73.959777 40.766867999999995, -73.961403 40.76755399999998, -73.962014 40.76781199999999, -73.961559 40.768437)))",36061012602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.96848 40.75894999999999, -73.968024 40.759578, -73.96578300000002 40.758632, -73.963412 40.757636999999995, -73.963871 40.757007999999985, -73.964325 40.75638099999999, -73.966702 40.757380999999995, -73.968936 40.75833, -73.96848 40.75894999999999)))",36061010801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.00658318016562 40.76774813155469, -74.002674 40.766161, -74.00206 40.76591200000001, -73.9989 40.764594, -73.998489 40.764242, -73.996457 40.763376, -73.993609 40.762184000000005, -73.99407 40.76155199999999, -73.994526 40.760926999999995, -73.994983 40.7603, -73.995474 40.759626999999995, -73.996232 40.759946, -73.998315 40.760823, -74.001036 40.761967999999996, -74.001716 40.762208, -74.004683 40.763432, -74.0086034601802 40.7649813360179, -74.00658318016562 40.76774813155469)))",36061012901,1.0,2.0,2.0,2.0,0.0,0.0,0.0,3.1599999999999997
"MULTIPOLYGON (((-73.979959 40.743205, -73.979508 40.743824999999994, -73.979058 40.744444, -73.978607 40.74505800000001, -73.978121 40.745726, -73.97736 40.745404, -73.975881 40.74477899999999, -73.976348 40.744092, -73.976758 40.743472, -73.977206 40.742854, -73.977673 40.742259000000004, -73.978168 40.74164300000001, -73.98041 40.742587, -73.979959 40.743205)))",36061007002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.991333 40.76530999999999, -73.990876 40.765933999999994, -73.990422 40.766561, -73.989964 40.76718799999998, -73.987122 40.765989, -73.984283 40.76479200000001, -73.984734 40.76417, -73.985192 40.763543, -73.985647 40.762915, -73.98610400000001 40.76229, -73.987594 40.76291599999999, -73.988947 40.763486, -73.991788 40.764684, -73.991333 40.76530999999999)))",36061013300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.994844 40.750293, -73.993948 40.751522000000016, -73.993464 40.752190000000006, -73.990623 40.750992000000004, -73.987937 40.749855, -73.98778 40.74977199999999, -73.987973 40.74949099999999, -73.989166 40.747895, -73.98961700000001 40.74727699999999, -73.992463 40.74846899999999, -73.995299 40.749671, -73.994844 40.750293)))",36061010100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.948009 40.81711599999999, -73.947666 40.817855, -73.947036 40.819208999999994, -73.946078 40.821264, -73.945155 40.820876000000005, -73.943778 40.82029399999999, -73.944231 40.819672999999995, -73.944687 40.81904699999999, -73.945141 40.818424, -73.945598 40.817800000000005, -73.946055 40.817175000000006, -73.946546 40.81650200000001, -73.947034 40.81583, -73.948356 40.816374, -73.948009 40.81711599999999)))",36061022102,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.963182 40.8269, -73.9623636902834 40.828813262339494, -73.957462 40.82687, -73.954884 40.825834, -73.953684 40.825312, -73.951853 40.82450999999998, -73.949694 40.82360400000001, -73.949006 40.823315, -73.949465 40.822689999999994, -73.949921 40.822072999999996, -73.950377 40.821445, -73.950829 40.82082900000001, -73.952911 40.821697, -73.953676 40.82201899999998, -73.955697 40.822876, -73.957083 40.82320200000001, -73.959192 40.824342, -73.963657546337 40.8262982883083, -73.963182 40.8269)))",36061022500,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.945168 40.79089400000001, -73.944676 40.791568999999996, -73.944182 40.79224599999999, -73.943723 40.792874, -73.943272 40.793487999999996, -73.941035 40.792546, -73.938649 40.79155800000001, -73.939132 40.79090500000001, -73.939562 40.790317, -73.940066 40.78962599999999, -73.94056 40.788949, -73.941019 40.788319, -73.943396 40.789308999999996, -73.945636 40.790254, -73.945168 40.79089400000001)))",36061017000,4.0,5.0,5.0,5.0,0.0,0.0,0.0,6.4
"MULTIPOLYGON (((-74.0081 40.711995, -74.007666 40.712533, -74.007225 40.71305499999999, -74.00631 40.71416599999999, -74.005889 40.714677999999985, -74.00542 40.715236, -74.004533 40.71627999999999, -74.004026 40.716871, -74.001884 40.71939799999999, -74.001273 40.71896099999999, -74.000532 40.718430000000005, -73.999956 40.71801699999999, -74.002115 40.715159, -74.002598 40.714313, -74.003094 40.713958, -74.003603 40.713646, -74.004059 40.713135, -74.004291 40.712908, -74.004858 40.712453, -74.005589 40.71216999999999, -74.007018 40.71178400000001, -74.007968 40.71144699999999, -74.008601 40.711392, -74.0081 40.711995)))",36061003100,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.979348 40.735553, -73.978909 40.736164, -73.978498 40.736791, -73.97514 40.73539199999999, -73.97496 40.735368999999984, -73.974433 40.735315, -73.973546 40.73493899999999, -73.961214 40.729508, -73.961215 40.728151, -73.961436 40.727298000000005, -73.97365 40.732310000000005, -73.974243 40.73253600000001, -73.97542 40.733004999999984, -73.976983 40.73372999999999, -73.977722 40.73404099999999, -73.979864 40.734975000000006, -73.979348 40.735553)))",36061006000,1.0,3.0,2.0,2.0,0.0,0.0,3.0,4.24
"MULTIPOLYGON (((-73.942804 40.79413299999999, -73.942347 40.794760999999994, -73.941876 40.795406, -73.940929 40.79670000000001, -73.940519 40.797260999999985, -73.938285 40.796301, -73.935912 40.79531200000001, -73.936361 40.794698, -73.937257 40.79347, -73.937737 40.792815999999995, -73.938193 40.792188, -73.938649 40.79155800000001, -73.941035 40.792546, -73.943272 40.793487999999996, -73.942804 40.79413299999999)))",36061018000,3.0,4.0,5.0,4.0,0.0,0.0,0.0,5.319999999999999
"MULTIPOLYGON (((-73.965215 40.80111100000001, -73.96476 40.80174099999999, -73.964301 40.80237300000001, -73.963861 40.802972000000004, -73.961077 40.80179999999999, -73.959647 40.80115599999999, -73.958835 40.800816000000005, -73.958195 40.800552999999994, -73.958354 40.800337000000006, -73.958619 40.799976999999984, -73.959077 40.79935199999999, -73.960037 40.798038, -73.961478 40.798654, -73.962869 40.79923999999998, -73.965711 40.800436999999995, -73.965215 40.80111100000001)))",36061019300,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.983624 40.755516, -73.982256 40.757387, -73.981341 40.75864499999998, -73.980886 40.75927, -73.97765500000001 40.757912, -73.978116 40.75728399999999, -73.978565 40.756655, -73.979024 40.75603199999999, -73.979937 40.754782999999996, -73.980395 40.754155000000004, -73.980888 40.753480999999994, -73.984118 40.754842, -73.983624 40.755516)))",36061009600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.978052 40.737554, -73.977603 40.738172000000006, -73.977148 40.738796, -73.9767 40.73940999999999, -73.976251 40.740026, -73.9758 40.740643999999996, -73.975343 40.741274, -73.97492400000002 40.74184700000001, -73.974015 40.743095, -73.973512 40.743782, -73.97223 40.743249, -73.971566 40.74299299999999, -73.96262000000002 40.739033, -73.962478 40.736802, -73.962672 40.736446, -73.962348 40.733812000000015, -73.962307 40.733118999999995, -73.962288 40.732899, -73.962148 40.73245200000001, -73.961843 40.73162499999999, -73.96145 40.730994, -73.961214 40.729508, -73.973546 40.73493899999999, -73.974433 40.735315, -73.97496 40.735368999999984, -73.97514 40.73539199999999, -73.978498 40.736791, -73.978052 40.737554)))",36061006200,1.0,4.0,3.0,3.0,5.0,5.0,4.0,8.919999999999998
"MULTIPOLYGON (((-74.0160135339463 40.7493960784053, -74.0150133469565 40.7535060844333, -74.008532 40.75192, -74.008016 40.75179399999999, -74.007829 40.751714, -74.005629 40.75078800000001, -74.002785 40.74959199999999, -74.003236 40.748974, -74.003684 40.748355, -74.003944 40.74799699999999, -74.004168 40.74768999999999, -74.004653 40.747023000000006, -74.005107 40.746402, -74.005535 40.745816000000005, -74.00596 40.74523099999999, -74.006385 40.744645999999996, -74.006811 40.74406100000001, -74.007238 40.74347000000001, -74.007705 40.74283399999999, -74.008204 40.74214799999999, -74.008699 40.742362, -74.009331 40.742572, -74.0172828934725 40.744179978458696, -74.0160135339463 40.7493960784053)))",36061009901,1.0,3.0,3.0,2.0,0.0,0.0,3.0,4.24
"MULTIPOLYGON (((-73.948961 40.781689000000014, -73.948501 40.782317, -73.948039 40.782942, -73.94567 40.78194699999999, -73.946131 40.781316, -73.946591 40.78069200000001, -73.947049 40.78006400000001, -73.949419 40.78106199999999, -73.948961 40.781689000000014)))",36061015402,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.1599999999999997
"MULTIPOLYGON (((-73.952283 40.786913999999996, -73.952058 40.78722199999999, -73.951609 40.787858, -73.949981 40.787173, -73.948378 40.78649699999999, -73.948827 40.78588100000001, -73.949332 40.78519399999999, -73.950174 40.785549, -73.950927 40.785866, -73.951288 40.78601799999999, -73.952551 40.78654900000001, -73.952283 40.786913999999996)))",36061015802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9657097173739 40.823701663731015, -73.9650918110465 40.8244835043902, -73.958743 40.82162, -73.958407 40.821496999999994, -73.957523 40.82114299999999, -73.955076 40.82009699999999, -73.955451 40.81937700000001, -73.956023 40.818802, -73.958874 40.82000599999999, -73.959422 40.82023399999999, -73.960007 40.820422, -73.9659850903122 40.8233532326662, -73.9657097173739 40.823701663731015)))",36061022302,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.94014 40.82703899999999, -73.939248 40.828296, -73.938588 40.82971700000001, -73.937271 40.829154, -73.939149 40.82662599999999, -73.939602 40.82600199999999, -73.940595 40.82641399999999, -73.94014 40.82703899999999)))",36061023502,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.98961700000001 40.74727699999999, -73.989166 40.747895, -73.987973 40.74949099999999, -73.98778 40.74977199999999, -73.987294 40.750450999999984, -73.984076 40.74910199999999, -73.98456 40.748439000000005, -73.985496 40.747152, -73.985949 40.746536, -73.986393 40.745920999999996, -73.987298 40.744682, -73.988729 40.745286, -73.990518 40.74603799999999, -73.98961700000001 40.74727699999999)))",36061007600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.014029 40.757550999999985, -74.0129519825015 40.7590259872228, -74.0102349578362 40.762746982165694, -74.003826 40.76013300000001, -74.002843 40.759686, -74.000067 40.758403, -74.000138 40.758307, -73.997306 40.75711, -73.998208 40.75586899999999, -73.998432 40.755562999999995, -73.998661 40.755252, -73.999143 40.754585, -73.999633 40.753917999999985, -74.000975 40.75205499999999, -74.006646 40.75445099999999, -74.007205 40.754682, -74.0142468634549 40.756655747290296, -74.014029 40.757550999999985)))",36061009903,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.1599999999999997
"MULTIPOLYGON (((-73.952122 40.78138700000002, -73.951659 40.78200799999999, -73.950278 40.781425, -73.949419 40.78106199999999, -73.947049 40.78006400000001, -73.947508 40.779438, -73.947968 40.778807, -73.950336 40.77981, -73.952575 40.78075299999999, -73.952122 40.78138700000002)))",36061015401,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.986812 40.72977899999999, -73.986375 40.73038, -73.985909 40.73101900000001, -73.985444 40.731658, -73.984941 40.73234699999999, -73.982564 40.73136099999999, -73.983077 40.73065900000001, -73.983543 40.730020999999994, -73.984448 40.728781, -73.984875 40.728193999999995, -73.987239 40.72919199999999, -73.986812 40.72977899999999)))",36061004001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.950927 40.81257499999999, -73.95035 40.81315899999999, -73.949861 40.81379999999999, -73.94902 40.81502099999999, -73.948677 40.81569199999999, -73.948356 40.816374, -73.947034 40.81583, -73.947489 40.815207, -73.948419 40.813937999999986, -73.948832 40.81337, -73.949313 40.81271100000001, -73.950216 40.81147800000001, -73.95068 40.81084299999999, -73.952101 40.81144200000001, -73.950927 40.81257499999999)))",36061021500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.983971 40.77543, -73.983505 40.776057999999985, -73.983047 40.77668299999999, -73.982583 40.777303, -73.982102 40.777096, -73.979746 40.776106, -73.980203 40.775479, -73.98066 40.774852, -73.981114 40.774226999999996, -73.981573 40.773602, -73.982222 40.773873, -73.984412 40.77480799999999, -73.983971 40.77543)))",36061015302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.956708 40.78085599999999, -73.956253 40.781482000000004, -73.955793 40.782109999999996, -73.955336 40.782737000000004, -73.954877 40.783362999999994, -73.95326 40.78268199999999, -73.951659 40.78200799999999, -73.952122 40.78138700000002, -73.952575 40.78075299999999, -73.953033 40.78012600000001, -73.953492 40.779495999999995, -73.953758 40.77913000000001, -73.953984 40.77882199999999, -73.955585 40.779495999999995, -73.957202 40.780179000000004, -73.956708 40.78085599999999)))",36061014802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.941364 40.801871, -73.940908 40.80249899999999, -73.940447 40.803126, -73.939989 40.80375600000001, -73.939531 40.804383, -73.939035 40.80505699999999, -73.938544 40.80573, -73.93532600000002 40.804371, -73.935817 40.80369999999999, -73.93631 40.80302400000001, -73.937228 40.80176900000001, -73.938144 40.80051, -73.938603 40.79988299999999, -73.940207 40.800557, -73.941825 40.80123999999999, -73.941364 40.801871)))",36061019600,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.944569 40.797483, -73.943742 40.798616, -73.943238 40.799309, -73.942971 40.79967099999998, -73.942743 40.799983, -73.942285 40.80061299999999, -73.941825 40.80123999999999, -73.940207 40.800557, -73.938603 40.79988299999999, -73.939062 40.79925299999999, -73.939522 40.79862499999999, -73.93987 40.79815, -73.940021 40.79794699999999, -73.940519 40.797260999999985, -73.940929 40.79670000000001, -73.941876 40.795406, -73.943483 40.796073, -73.945096 40.79676400000001, -73.944569 40.797483)))",36061018200,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.977196 40.764323999999995, -73.97670300000001 40.764996, -73.976234 40.76567499999999, -73.973015 40.764279, -73.973465 40.76365899999999, -73.973968 40.762967, -73.974457 40.762292999999985, -73.977686 40.763645, -73.977196 40.764323999999995)))",36061011201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.996772 40.725432, -73.995844 40.726526, -73.994751 40.727819000000004, -73.994252 40.72841199999999, -73.993147 40.727867, -73.991548 40.72708899999999, -73.991638 40.726833000000006, -73.991794 40.726391, -73.99220900000002 40.725231, -73.992326 40.724909, -73.992604 40.724136, -73.993458 40.724433, -73.995329 40.725084, -73.995846 40.725208, -73.996772 40.725432)))",36061005502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.995749 40.749052, -73.995299 40.749671, -73.992463 40.74846899999999, -73.98961700000001 40.74727699999999, -73.990518 40.74603799999999, -73.990968 40.74542100000001, -73.991419 40.744802, -73.994262 40.746004, -73.997099 40.74720500000001, -73.995749 40.749052)))",36061009500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.959318 40.767494, -73.958861 40.76812, -73.958362 40.768803, -73.957866 40.76948399999998, -73.957404 40.77012, -73.95503700000002 40.76911999999998, -73.955502 40.76848499999999, -73.955999 40.767804000000005, -73.956496 40.76711900000001, -73.956956 40.766493, -73.957412 40.765868, -73.959777 40.766867999999995, -73.959318 40.767494)))",36061012601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.0040860255572 40.77116801205419, -74.0029533347741 40.772719244448005, -73.999198 40.771002, -73.998783 40.77081199999999, -73.996445 40.76979500000001, -73.994849 40.769256999999996, -73.992805 40.76838200000001, -73.990801 40.767540000000004, -73.989964 40.76718799999998, -73.990422 40.766561, -73.990876 40.765933999999994, -73.991333 40.76530999999999, -73.991788 40.764684, -73.992345 40.764918999999985, -73.994631 40.765881000000014, -73.996667 40.76674, -73.996933 40.767139, -74.000268 40.768511, -74.000801 40.76873799999999, -74.0046532544959 40.770391185829794, -74.0040860255572 40.77116801205419)))",36061013501,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.002019 40.740444, -74.001555 40.741080000000004, -74.001129 40.74166799999999, -74.00070300000002 40.742253999999996, -73.997862 40.74105599999999, -73.995018 40.73986000000001, -73.995446 40.739272, -73.995874 40.738686, -73.996337 40.738043999999995, -73.99684 40.737361, -73.999684 40.738552, -74.002523 40.739752999999986, -74.002019 40.740444)))",36061008100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.993292 40.742233000000006, -73.992318 40.743567999999996, -73.992063 40.74391899999999, -73.991419 40.744802, -73.990968 40.74542100000001, -73.990518 40.74603799999999, -73.988729 40.745286, -73.987298 40.744682, -73.987746 40.744066, -73.988194 40.74345099999999, -73.989318 40.741913999999994, -73.99007 40.74087999999999, -73.990518 40.740261999999994, -73.993739 40.741616999999984, -73.993292 40.742233000000006)))",36061005800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.92311 40.867016, -73.921214 40.86769299999999, -73.919754 40.868114, -73.917044 40.86702599999999, -73.918943 40.864463, -73.920276 40.86260599999999, -73.920611 40.863113000000006, -73.92125 40.864112, -73.921884 40.865099999999984, -73.92249800000002 40.866064000000016, -73.92311 40.867016)))",36061029300,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.993156 40.762806000000005, -73.992701 40.763431000000004, -73.992244 40.764057, -73.991788 40.764684, -73.988947 40.763486, -73.987594 40.76291599999999, -73.98610400000001 40.76229, -73.986561 40.76165999999999, -73.98701500000001 40.76103799999999, -73.987927 40.759791, -73.990764 40.76098799999999, -73.993609 40.762184000000005, -73.993156 40.762806000000005)))",36061012700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.997785 40.724234999999986, -73.996772 40.725432, -73.995846 40.725208, -73.995329 40.725084, -73.993458 40.724433, -73.992604 40.724136, -73.993259 40.722353, -73.993523 40.721632, -73.993795 40.72093699999999, -73.99546400000001 40.72161899999999, -73.996268 40.721952, -73.997123 40.722301, -73.998812 40.72302099999999, -73.997785 40.724234999999986)))",36061004300,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.936703 40.855623, -73.935602 40.85710899999999, -73.934512 40.858615, -73.934088 40.859382000000004, -73.93215 40.859527, -73.933681 40.85678299999999, -73.934627 40.854501, -73.936038 40.85491499999999, -73.936879 40.85513600000001, -73.936703 40.855623)))",36061028100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.965293 40.759308, -73.964314 40.760599, -73.963556 40.76028099999999, -73.961966 40.759619, -73.962432 40.758980999999984, -73.96292500000001 40.758309, -73.963412 40.757636999999995, -73.96578300000002 40.758632, -73.965293 40.759308)))",36061010802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.973968 40.762967, -73.973465 40.76365899999999, -73.973015 40.764279, -73.971411 40.76358799999999, -73.969801 40.762914, -73.97124300000002 40.760937, -73.972852 40.761614, -73.974457 40.762292999999985, -73.973968 40.762967)))",36061011202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.956827 40.812611999999994, -73.956269 40.813374999999986, -73.955707 40.81414399999999, -73.954081 40.812279999999994, -73.953544 40.81205099999999, -73.952101 40.81144200000001, -73.952591 40.810764999999996, -73.953576 40.809476999999994, -73.954966 40.810064, -73.957808 40.811263999999994, -73.956827 40.812611999999994)))",36061020901,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.986849 40.739521999999994, -73.986366 40.740187, -73.985879 40.740853, -73.984977 40.74208899999999, -73.984529 40.742708, -73.984078 40.743326, -73.982462 40.742645, -73.980859 40.74197000000001, -73.981312 40.74135099999999, -73.981762 40.740733000000006, -73.982211 40.740114999999996, -73.982665 40.739497, -73.983147 40.73883200000001, -73.983632 40.738165, -73.984082 40.73754599999999, -73.984981 40.737927, -73.985675 40.738219, -73.987302 40.73890299999999, -73.986849 40.739521999999994)))",36061006800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.963871 40.757007999999985, -73.963412 40.757636999999995, -73.96292500000001 40.758309, -73.962432 40.758980999999984, -73.961966 40.759619, -73.959722 40.758663000000006, -73.958934 40.758335, -73.958719 40.75864, -73.958478 40.75854, -73.955527 40.75724300000001, -73.958614 40.753848, -73.961565 40.755207999999996, -73.961773 40.755284, -73.9621 40.75545499999999, -73.964325 40.75638099999999, -73.963871 40.757007999999985)))",36061010601,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.5199999999999996
"MULTIPOLYGON (((-74.0046532544959 40.770391185829794, -74.000801 40.76873799999999, -74.000268 40.768511, -73.996933 40.767139, -73.996667 40.76674, -73.994631 40.765881000000014, -73.992345 40.764918999999985, -73.991788 40.764684, -73.992244 40.764057, -73.992701 40.763431000000004, -73.993156 40.762806000000005, -73.993609 40.762184000000005, -73.996457 40.763376, -73.998489 40.764242, -73.9989 40.764594, -74.00206 40.76591200000001, -74.002674 40.766161, -74.00658318016562 40.76774813155469, -74.0046532544959 40.770391185829794)))",36061012902,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9556609407898 40.84448473478619, -73.947721 40.84144800000001, -73.946502 40.841241, -73.94468000000002 40.84105099999999, -73.943066 40.840193000000006, -73.943465 40.839173999999986, -73.943741 40.838477, -73.944022 40.83778, -73.944297 40.83707799999999, -73.944574 40.83638199999999, -73.943967 40.83530900000002, -73.944426 40.834681, -73.94551100000001 40.83512399999999, -73.948501 40.836406999999994, -73.949594 40.83683, -73.9577157213363 40.8396805217168, -73.9556609407898 40.84448473478619)))",36061024700,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9881935430858 40.793022640252296, -73.981932 40.790548, -73.980357 40.789941000000006, -73.977857 40.788880999999996, -73.976503 40.78831399999999, -73.97501600000001 40.787687, -73.975513 40.78700299999999, -73.975976 40.78636900000001, -73.976902 40.785098, -73.978534 40.785787, -73.979744 40.78629600000001, -73.981229 40.786917, -73.983751 40.78788900000001, -73.9900466737153 40.79047237531879, -73.9881935430858 40.793022640252296)))",36061017100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.951664 40.80949, -73.951165 40.810173, -73.95068 40.81084299999999, -73.947839 40.809641, -73.944994 40.808446, -73.946438 40.806469, -73.9469 40.805839000000006, -73.94974 40.80703999999999, -73.952585 40.80823799999999, -73.951664 40.80949)))",36061022200,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.996337 40.738043999999995, -73.995874 40.738686, -73.995446 40.739272, -73.995018 40.73986000000001, -73.994165 40.741031, -73.994028 40.74121900000001, -73.993739 40.741616999999984, -73.990518 40.740261999999994, -73.990798 40.739874999999984, -73.990945 40.73967299999999, -73.991375 40.73908800000001, -73.992225 40.73791700000001, -73.992654 40.737329999999986, -73.99312000000002 40.736691, -73.993617 40.736005, -73.99684 40.737361, -73.996337 40.738043999999995)))",36061005400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.979906 40.726866, -73.979469 40.727468, -73.978998 40.72810599999999, -73.978536 40.72874599999999, -73.978001 40.729428999999996, -73.975696 40.728475, -73.973298 40.727428, -73.97426900000002 40.726109, -73.975164 40.72487699999999, -73.975598 40.72428299999999, -73.977977 40.72528799999999, -73.980333 40.726281, -73.979906 40.726866)))",36061002800,2.0,5.0,4.0,4.0,0.0,0.0,4.0,6.4
"MULTIPOLYGON (((-73.952186 40.773019999999995, -73.951863 40.773464000000004, -73.951723 40.773657, -73.951261 40.774292, -73.94901 40.77334199999999, -73.949476 40.772707999999994, -73.949878 40.772153, -73.949937 40.772073000000006, -73.950435 40.771390999999994, -73.952686 40.77233999999999, -73.952186 40.773019999999995)))",36061013603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.992326 40.724909, -73.99220900000002 40.725231, -73.991794 40.726391, -73.98987 40.725582, -73.987502 40.72458400000001, -73.987968 40.723942, -73.988451 40.723276999999996, -73.988643 40.722933, -73.989392 40.723174, -73.990274 40.723426, -73.991256 40.723723, -73.992604 40.724136, -73.992326 40.724909)))",36061003602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9735875091386 40.813123358248895, -73.9712500049547 40.8163402145554, -73.965379 40.813959, -73.964865 40.81371299999999, -73.963016 40.812624, -73.962106 40.812251999999994, -73.961111 40.81182999999999, -73.962058 40.81053499999999, -73.963903 40.80800399999999, -73.964171 40.80763699999999, -73.96439 40.807338, -73.964848 40.80670700000001, -73.966979 40.80759599999999, -73.969222 40.808506, -73.9751708470458 40.8109443801033, -73.9735875091386 40.813123358248895)))",36061020500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
