the_geom,GEOID,FSHRI,FVI_storm_surge_present,FVI_storm_surge_2050s,FVI_storm_surge_2080s,FVI_tidal_2020s,FVI_tidal_2050s,FVI_tidal_2080s,flood_risk_score
"MULTIPOLYGON (((-73.94888 40.77755299999999, -73.948422 40.778182, -73.947968 40.778807, -73.945711 40.77786, -73.943379 40.77686799999999, -73.942685 40.777497999999994, -73.942235 40.777567, -73.941937 40.776030999999996, -73.944337 40.773108, -73.944466 40.77306500000001, -73.945728 40.773622, -73.945267 40.77425199999999, -73.944765 40.774936, -73.947122 40.77592899999999, -73.949374 40.776876, -73.94888 40.77755299999999)))",36061014402,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.945693 40.80451499999999, -73.944783 40.805761000000004, -73.944302 40.80639099999999, -73.942754 40.80574399999999, -73.941771 40.80708899999999, -73.940157 40.806409, -73.938544 40.80573, -73.939035 40.80505699999999, -73.939531 40.804383, -73.939989 40.80375600000001, -73.940447 40.803126, -73.940908 40.80249899999999, -73.941364 40.801871, -73.941825 40.80123999999999, -73.943436 40.80191899999999, -73.945052 40.802598999999994, -73.944667 40.80313000000002, -73.944597 40.80322799999998, -73.946131 40.80387699999999, -73.945693 40.80451499999999)))",36061019800,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.984076 40.74910199999999, -73.982275 40.751577000000005, -73.981822 40.752197, -73.980888 40.753480999999994, -73.979287 40.752801, -73.97837 40.752416, -73.977677 40.752119, -73.978159 40.751459999999994, -73.978607 40.750841999999984, -73.979954 40.748985, -73.980404 40.748366000000004, -73.980853 40.74775100000001, -73.982473 40.748432, -73.984076 40.74910199999999)))",36061008200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.985013 40.715438, -73.984071 40.71725899999999, -73.983395 40.71857099999999, -73.982477 40.718289999999996, -73.983104 40.717181, -73.982289 40.71697600000001, -73.980577 40.716455, -73.97909 40.716004999999996, -73.978909 40.715951, -73.97902 40.715747999999984, -73.979962 40.71397299999999, -73.980923 40.71426399999999, -73.98165 40.714461, -73.982453 40.71469900000001, -73.983338 40.714932999999995, -73.984258 40.71520999999999, -73.985013 40.715438)))",36061001200,3.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.959921 40.782213, -73.959469 40.78283299999999, -73.959004 40.783466999999995, -73.958558 40.784098, -73.958096 40.784718000000005, -73.956487 40.78404400000001, -73.954877 40.783362999999994, -73.955336 40.782737000000004, -73.955793 40.782109999999996, -73.956253 40.781482000000004, -73.956708 40.78085599999999, -73.957202 40.780179000000004, -73.958814 40.78085799999999, -73.960416 40.781532000000006, -73.959921 40.782213)))",36061015002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.95071300000001 40.789109, -73.950241 40.78974399999999, -73.949766 40.79037199999999, -73.949303 40.79099899999999, -73.948846 40.79162199999999, -73.948386 40.792255999999995, -73.946772 40.791568999999996, -73.945168 40.79089400000001, -73.945636 40.790254, -73.946086 40.789637, -73.946555 40.788996, -73.947002 40.788383, -73.947461 40.787753, -73.947924 40.787120999999985, -73.948378 40.78649699999999, -73.949981 40.787173, -73.951609 40.787858, -73.95071300000001 40.789109)))",36061016600,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.1599999999999997
"MULTIPOLYGON (((-74.0230179061955 40.720610733903904, -74.0222882989783 40.72360982945839, -74.02188909551572 40.7252507799609, -74.0218316397257 40.72548695553619, -74.01599 40.724766, -74.011978 40.72433299999998, -74.011439 40.72428399999999, -74.011235 40.724266, -74.010812 40.72579, -74.010041 40.72520599999999, -74.007912 40.72370000000001, -74.008233 40.72196600000001, -74.008346 40.721322, -74.008584 40.71995199999999, -74.008819 40.718641999999996, -74.008883 40.71826699999999, -74.009064 40.71726499999999, -74.009205 40.71618799999999, -74.010834 40.716924999999996, -74.01096800000002 40.716302999999996, -74.012731 40.71711400000001, -74.012292 40.719039, -74.013046 40.71908599999999, -74.01686400000001 40.71961100000001, -74.0230657739048 40.72041397072649, -74.0230179061955 40.720610733903904)))",36061003900,1.0,4.0,4.0,4.0,0.0,0.0,0.0,5.319999999999999
"MULTIPOLYGON (((-73.944538 40.809071, -73.944083 40.809692999999996, -73.943625 40.810317999999995, -73.943398 40.81063000000001, -73.943172 40.810942, -73.942249 40.812201, -73.939018 40.81085600000001, -73.939949 40.809582000000006, -73.940404 40.808958, -73.940861 40.808334, -73.941771 40.80708899999999, -73.944994 40.808446, -73.944538 40.809071)))",36061020800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9807020170417 40.803332424066404, -73.974714 40.800851, -73.971924 40.799705, -73.970423 40.799071, -73.969001 40.79847600000001, -73.967575 40.79787, -73.968038 40.797250000000005, -73.968476 40.796643, -73.968956 40.79598799999999, -73.969415 40.795361, -73.970836 40.79596300000001, -73.972257 40.79656099999999, -73.973651 40.79714899999999, -73.97413 40.797340999999996, -73.97583 40.798021999999996, -73.976492 40.798289, -73.9825778374075 40.8007509336822, -73.9807020170417 40.803332424066404)))",36061018700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9900466737153 40.79047237531879, -73.983751 40.78788900000001, -73.981229 40.786917, -73.979744 40.78629600000001, -73.978534 40.785787, -73.976902 40.785098, -73.977365 40.784464, -73.977827 40.783831, -73.978326 40.78314700000001, -73.978823 40.782465, -73.980473 40.78316100000001, -73.981662 40.783661, -73.983297 40.78435300000001, -73.982638 40.78497499999999, -73.985047 40.78599599999999, -73.9914050367776 40.7886030059232, -73.9900466737153 40.79047237531879)))",36061016700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.984448 40.728781, -73.983543 40.730020999999994, -73.983077 40.73065900000001, -73.982564 40.73136099999999, -73.980338 40.730448, -73.978001 40.729428999999996, -73.978536 40.72874599999999, -73.978998 40.72810599999999, -73.979469 40.727468, -73.979906 40.726866, -73.982228 40.72784600000001, -73.982657 40.72726099999999, -73.984875 40.728193999999995, -73.984448 40.728781)))",36061003400,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.956956 40.766493, -73.956496 40.76711900000001, -73.955999 40.767804000000005, -73.955502 40.76848499999999, -73.95503700000002 40.76911999999998, -73.952788 40.76816999999999, -73.950281 40.76712199999999, -73.950093 40.767036, -73.94773 40.766084000000006, -73.949972 40.763646, -73.95230800000002 40.764555, -73.95244 40.764585, -73.954701 40.765545, -73.95516 40.764918, -73.957412 40.765868, -73.956956 40.766493)))",36061012400,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.08
"MULTIPOLYGON (((-73.969801 40.762914, -73.968187 40.762227, -73.966583 40.761552, -73.967041 40.760926999999995, -73.967533 40.760255, -73.968024 40.759578, -73.969625 40.760251, -73.97124300000002 40.760937, -73.969801 40.762914)))",36061011203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.947508 40.779438, -73.947049 40.78006400000001, -73.946591 40.78069200000001, -73.946131 40.781316, -73.94567 40.78194699999999, -73.945213 40.78257100000001, -73.944723 40.78324700000001, -73.944054 40.78296399999999, -73.943604 40.78264999999999, -73.937608 40.781754, -73.934412 40.77809299999999, -73.935855 40.77721199999999, -73.93638 40.776920999999994, -73.937655 40.775086, -73.937858 40.774088, -73.937466 40.772531, -73.937466 40.77250399999999, -73.940145 40.772951000000006, -73.94019 40.772954999999996, -73.944337 40.773108, -73.941937 40.776030999999996, -73.942235 40.777567, -73.942685 40.777497999999994, -73.943379 40.77686799999999, -73.945711 40.77786, -73.947968 40.778807, -73.947508 40.779438)))",36061015200,2.0,4.0,4.0,4.0,0.0,0.0,3.0,5.319999999999999
"MULTIPOLYGON (((-73.955275 40.78858399999999, -73.954817 40.789205, -73.95321 40.78853300000001, -73.951609 40.787858, -73.952058 40.78722199999999, -73.952283 40.786913999999996, -73.952551 40.78654900000001, -73.954163 40.787227, -73.95577800000001 40.787913999999994, -73.955275 40.78858399999999)))",36061016002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.937332 40.839294, -73.937205 40.839468, -73.936464 40.84048200000001, -73.936041 40.841067999999986, -73.935567 40.841713, -73.935238 40.83898700000001, -73.93623100000002 40.838077999999996, -73.936383 40.83784999999999, -73.93792 40.83849, -73.937332 40.839294)))",36061024900,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9659850903122 40.8233532326662, -73.960007 40.820422, -73.959422 40.82023399999999, -73.958874 40.82000599999999, -73.956023 40.818802, -73.955451 40.81937700000001, -73.954952 40.819168, -73.952721 40.81823599999999, -73.95319 40.817595, -73.953562 40.817083, -73.95408900000001 40.816361, -73.954547 40.815736999999984, -73.955001 40.81511199999999, -73.955707 40.81414399999999, -73.956269 40.813374999999986, -73.95698400000002 40.814192999999996, -73.957546 40.814834, -73.958292 40.81568699999999, -73.959493 40.817007, -73.960687 40.81751100000001, -73.961575 40.81790999999999, -73.962067 40.81809899999998, -73.96298 40.818512000000005, -73.967964031225 40.820849266613294, -73.9659850903122 40.8233532326662)))",36061021900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9863054917522 40.79562096280559, -73.980109 40.793130000000005, -73.977691 40.792164, -73.975989 40.79143799999999, -73.974565 40.79084199999999, -73.973147 40.79024400000001, -73.973607 40.78961499999999, -73.974064 40.788988999999994, -73.974522 40.78836, -73.97501600000001 40.787687, -73.976503 40.78831399999999, -73.977857 40.788880999999996, -73.980357 40.789941000000006, -73.981932 40.790548, -73.9881935430858 40.793022640252296, -73.9863054917522 40.79562096280559)))",36061017500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.93954 40.85348599999999, -73.938652 40.854677, -73.937953 40.85557000000001, -73.937729 40.855865, -73.935606 40.85886300000001, -73.934088 40.859382000000004, -73.934512 40.858615, -73.935602 40.85710899999999, -73.936703 40.855623, -73.936879 40.85513600000001, -73.936038 40.85491499999999, -73.936355 40.853821, -73.936545 40.852610999999996, -73.935716 40.85233900000001, -73.936661 40.850448, -73.93736500000001 40.850645, -73.938284 40.850909, -73.939236 40.85117900000001, -73.940285 40.85132199999999, -73.93954 40.85348599999999)))",36061027300,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.937257 40.79347, -73.936361 40.794698, -73.935912 40.79531200000001, -73.935408 40.796004, -73.934913 40.79668, -73.934456 40.79731, -73.933991 40.79793200000001, -73.931743 40.796988, -73.929455 40.795978999999996, -73.929256 40.79586700000001, -73.927257 40.794876, -73.928373 40.792845, -73.92651 40.790867999999996, -73.930162 40.79130599999999, -73.931788 40.79017300000002, -73.935049 40.79168999999999, -73.935217 40.79178199999999, -73.935337 40.791837, -73.937737 40.792815999999995, -73.937257 40.79347)))",36061017800,3.0,4.0,5.0,5.0,0.0,0.0,1.0,5.319999999999999
"MULTIPOLYGON (((-73.997504 40.71406900000001, -73.99484 40.71420899999999, -73.9945 40.714230999999984, -73.99414 40.714268999999994, -73.993016 40.714355999999995, -73.992562 40.71438799999999, -73.992392 40.713191, -73.992267 40.712468, -73.992183 40.711775, -73.992075 40.709771, -73.991939 40.709528000000006, -73.989381 40.705137, -73.990549 40.705144, -73.99148000000001 40.705625, -73.993693 40.70447599999999, -73.996005 40.70889499999999, -73.996222 40.709181, -73.996354 40.70978499999999, -73.996444 40.710199, -73.996782 40.71136400000001, -73.996947 40.712072, -73.997117 40.71279899999999, -73.997504 40.71406900000001)))",36061000800,4.0,4.0,4.0,4.0,0.0,0.0,0.0,5.319999999999999
"MULTIPOLYGON (((-73.931313 40.85932799999999, -73.930174 40.861649, -73.930003 40.862103, -73.929694 40.862215, -73.928599 40.862614, -73.927766 40.86292600000001, -73.926923 40.863238, -73.92601100000002 40.863575, -73.925373 40.86258200000001, -73.924742 40.861594, -73.924877 40.86154099999999, -73.925146 40.861451, -73.925668 40.861259, -73.926502 40.860956000000016, -73.92733 40.860647, -73.92842 40.860242, -73.930488 40.859486999999994, -73.931313 40.85932799999999)))",36061028500,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.977201 40.75853800000001, -73.976744 40.759164999999996, -73.976289 40.75978700000001, -73.975831 40.760418, -73.974915 40.761666999999996, -73.974457 40.762292999999985, -73.972852 40.761614, -73.97124300000002 40.760937, -73.972155 40.759681, -73.973068 40.75843199999999, -73.973524 40.757808, -73.974439 40.75655599999999, -73.976045 40.757231999999995, -73.97765500000001 40.757912, -73.977201 40.75853800000001)))",36061010200,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.996639 40.73185599999999, -73.996351 40.732255, -73.995914 40.732847, -73.995489 40.733436999999995, -73.99381400000001 40.732730999999994, -73.99146 40.731738, -73.991921 40.73116599999999, -73.992407 40.730591, -73.99325 40.730945, -73.994064 40.729977999999996, -73.994547 40.72940599999998, -73.995061 40.72881000000001, -73.996572 40.729552, -73.995563 40.73071499999999, -73.996974 40.731409000000006, -73.996639 40.73185599999999)))",36061005900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.979962 40.71397299999999, -73.97902 40.715747999999984, -73.978909 40.715951, -73.977917 40.715649, -73.976457 40.715299, -73.976614 40.714994999999995, -73.976344 40.714917, -73.97522700000002 40.714582, -73.968861 40.71264999999999, -73.969021 40.71250799999999, -73.969612 40.710159999999995, -73.969941 40.70931000000001, -73.969613 40.707634, -73.970318 40.707331999999994, -73.972789 40.709377999999994, -73.975933 40.71290699999999, -73.977245 40.713153, -73.977587 40.71325399999999, -73.97929 40.713762, -73.979962 40.71397299999999)))",36061001001,2.0,5.0,4.0,4.0,0.0,0.0,0.0,6.4
"MULTIPOLYGON (((-73.934627 40.854501, -73.933681 40.85678299999999, -73.93215 40.859527, -73.931313 40.85932799999999, -73.931818 40.858270999999995, -73.932631 40.85671599999999, -73.931475 40.856851, -73.929726 40.857379, -73.928233 40.857168, -73.928266 40.85680800000001, -73.928411 40.856606, -73.928716 40.85618199999999, -73.929169 40.85555699999999, -73.929644 40.854907999999995, -73.930082 40.85431, -73.930539 40.853684999999984, -73.930916 40.85317, -73.930996 40.853061999999994, -73.932228 40.853581999999996, -73.933705 40.85416899999999, -73.934627 40.854501)))",36061027900,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.009064 40.71726499999999, -74.008883 40.71826699999999, -74.008819 40.718641999999996, -74.008584 40.71995199999999, -74.008346 40.721322, -74.008233 40.72196600000001, -74.007912 40.72370000000001, -74.007629 40.723497, -74.006298 40.72255, -74.00531 40.72182399999999, -74.004635 40.721354, -74.003512 40.720557, -74.003259 40.72037699999999, -74.001884 40.71939799999999, -74.004026 40.716871, -74.004533 40.71627999999999, -74.00542 40.715236, -74.005889 40.714677999999985, -74.007544 40.71543299999999, -74.008823 40.716014, -74.009205 40.71618799999999, -74.009064 40.71726499999999)))",36061003300,1.0,2.0,2.0,2.0,0.0,0.0,0.0,3.1599999999999997
"MULTIPOLYGON (((-74.00143 40.751445, -74.000975 40.75205499999999, -73.999305 40.751376, -73.99812 40.750903, -73.995299 40.749671, -73.995749 40.749052, -73.997099 40.74720500000001, -73.997918 40.747549, -73.999243 40.74810699999999, -73.999938 40.7484, -74.001203 40.748927, -74.002785 40.74959199999999, -74.00143 40.751445)))",36061009700,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.0194270784899 40.7353690126729, -74.0191844319159 40.7363661051085, -74.01300700000002 40.736119999999985, -74.010659 40.73602199999999, -74.01014 40.736005000000006, -74.00993 40.736004, -74.008322 40.736188, -74.006621 40.73643199999999, -74.005829 40.736534, -74.00596 40.735845, -74.006069 40.735134, -74.006181 40.734438999999995, -74.00629400000001 40.73374200000001, -74.006407 40.733053999999996, -74.007523 40.732852, -74.008634 40.732643, -74.010255 40.732398, -74.01045 40.73237699999999, -74.010997 40.732321, -74.0200622226958 40.732759054194, -74.0194270784899 40.7353690126729)))",36061007500,1.0,2.0,3.0,3.0,0.0,0.0,0.0,3.1599999999999997
"MULTIPOLYGON (((-73.980395 40.754155000000004, -73.979937 40.754782999999996, -73.979024 40.75603199999999, -73.978565 40.756655, -73.978116 40.75728399999999, -73.97765500000001 40.757912, -73.976045 40.757231999999995, -73.974439 40.75655599999999, -73.974897 40.75592799999999, -73.975352 40.755303, -73.975807 40.754678, -73.976516 40.754974, -73.976974 40.754349, -73.977875 40.753099, -73.97837 40.752416, -73.979287 40.752801, -73.980888 40.753480999999994, -73.980395 40.754155000000004)))",36061009400,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.000776 40.71063999999999, -74.00051 40.71098400000001, -73.999701 40.711780000000005, -73.999514 40.711797999999995, -73.996947 40.712072, -73.996782 40.71136400000001, -73.996444 40.710199, -73.996354 40.70978499999999, -73.996222 40.709181, -73.996005 40.70889499999999, -73.993693 40.70447599999999, -73.994498 40.704318, -73.999177 40.708022, -73.999495 40.708279, -74.001419 40.709815, -74.000776 40.71063999999999)))",36061002500,1.0,4.0,4.0,4.0,0.0,5.0,5.0,8.919999999999998
"MULTIPOLYGON (((-73.997233 40.757208999999996, -73.996409 40.75833899999999, -73.995943 40.758980999999984, -73.995474 40.759626999999995, -73.994878 40.75937600000001, -73.993936 40.75897899999999, -73.992633 40.758430000000004, -73.989791 40.757234, -73.990276 40.756567, -73.990726 40.75595100000001, -73.99117700000001 40.75533000000001, -73.991633 40.75470700000001, -73.994468 40.755908999999996, -73.997306 40.75711, -73.997233 40.757208999999996)))",36061011500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9577157213363 40.8396805217168, -73.949594 40.83683, -73.948501 40.836406999999994, -73.94551100000001 40.83512399999999, -73.944426 40.834681, -73.941577 40.833487, -73.942032 40.832865000000005, -73.942499 40.832240999999996, -73.94298 40.83156799999998, -73.945824 40.83276599999999, -73.948291 40.83386099999999, -73.949342 40.833982000000006, -73.95027900000001 40.834326, -73.9586862157485 40.83741144147519, -73.9577157213363 40.8396805217168)))",36061024100,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9430422007812 40.86709211581688, -73.938946 40.873783, -73.9383542664041 40.87474916316109, -73.932521 40.869913999999994, -73.931277 40.868844, -73.928722 40.866743, -73.928057 40.8662, -73.927269 40.865535, -73.927011 40.865134, -73.92662 40.864525, -73.92601100000002 40.863575, -73.926923 40.863238, -73.927766 40.86292600000001, -73.928599 40.862614, -73.929694 40.862215, -73.930003 40.862103, -73.930174 40.861649, -73.931313 40.85932799999999, -73.93215 40.859527, -73.934088 40.859382000000004, -73.935606 40.85886300000001, -73.936287 40.859275000000004, -73.937789 40.859812, -73.9458409299064 40.86252056929439, -73.9430422007812 40.86709211581688)))",36061028700,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.955001 40.81511199999999, -73.954547 40.815736999999984, -73.95408900000001 40.816361, -73.953562 40.817083, -73.95319 40.817595, -73.952721 40.81823599999999, -73.9522 40.81895000000001, -73.95088 40.81839500000001, -73.952273 40.817221, -73.952868 40.81584599999999, -73.952974 40.815069999999984, -73.95086 40.814187000000004, -73.95177 40.81294, -73.950927 40.81257499999999, -73.952101 40.81144200000001, -73.953544 40.81205099999999, -73.954081 40.812279999999994, -73.955707 40.81414399999999, -73.955001 40.81511199999999)))",36061021303,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.949465 40.822689999999994, -73.949006 40.823315, -73.948553 40.823939999999986, -73.948099 40.824563, -73.947604 40.825232999999976, -73.946222 40.82465199999999, -73.944756 40.824031999999995, -73.943842 40.823647999999984, -73.942924 40.823260000000005, -73.943235 40.822921, -73.943506 40.822627999999995, -73.944049 40.822052000000006, -73.945155 40.820876000000005, -73.946078 40.821264, -73.946517 40.821448999999994, -73.948083 40.82210799999999, -73.948541 40.821487, -73.949921 40.822072999999996, -73.949465 40.822689999999994)))",36061022700,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.00161800000001 40.774548, -74.0004510898022 40.776153893351804, -74.0004505769366 40.7761545991538, -73.996783 40.774415999999995, -73.995969 40.774011999999985, -73.993952 40.772876000000004, -73.993325 40.77283099999999, -73.993782 40.77219899999999, -73.990913 40.77098800000001, -73.988063 40.76979099999999, -73.988559 40.769115, -73.989051 40.76844, -73.989505 40.767816, -73.989964 40.76718799999998, -73.990801 40.767540000000004, -73.992805 40.76838200000001, -73.994849 40.769256999999996, -73.996445 40.76979500000001, -73.998783 40.77081199999999, -73.999198 40.771002, -74.0029533347741 40.772719244448005, -74.00161800000001 40.774548)))",36061013502,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.08
"MULTIPOLYGON (((-73.951398 40.770073, -73.950932 40.770709000000004, -73.950435 40.771390999999994, -73.948231 40.77045999999999, -73.948073 40.770394, -73.947615 40.77016999999999, -73.947502 40.77012099999999, -73.947973 40.769512000000006, -73.949042 40.76826299999999, -73.949253 40.76835500000001, -73.951858 40.76944100000001, -73.951398 40.770073)))",36061013202,1.0,2.0,3.0,2.0,0.0,0.0,0.0,3.1599999999999997
"MULTIPOLYGON (((-73.981562 40.732642999999996, -73.981127 40.733242, -73.980711 40.733813, -73.980275 40.73440999999999, -73.979864 40.734975000000006, -73.977722 40.73404099999999, -73.976983 40.73372999999999, -73.97542 40.733004999999984, -73.974243 40.73253600000001, -73.97365 40.732310000000005, -73.961436 40.727298000000005, -73.961531 40.725910000000006, -73.961611 40.724951, -73.961543 40.723876, -73.962645 40.722747, -73.971396 40.726662, -73.971857 40.72675900000001, -73.973298 40.727428, -73.975696 40.728475, -73.978001 40.729428999999996, -73.980338 40.730448, -73.982564 40.73136099999999, -73.981562 40.732642999999996)))",36061004400,1.0,3.0,3.0,2.0,0.0,0.0,4.0,4.24
"MULTIPOLYGON (((-73.984477 40.720235, -73.983824 40.721473, -73.982167 40.720969000000004, -73.981308 40.720709, -73.979735 40.720235, -73.978753 40.719934, -73.979416 40.718666000000006, -73.979486 40.71852799999999, -73.979992 40.717539999999985, -73.980577 40.716455, -73.982289 40.71697600000001, -73.983104 40.717181, -73.982477 40.718289999999996, -73.983395 40.71857099999999, -73.985074 40.71908299999999, -73.984477 40.720235)))",36061002201,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.953758 40.77913000000001, -73.953492 40.779495999999995, -73.953033 40.78012600000001, -73.952575 40.78075299999999, -73.950336 40.77981, -73.947968 40.778807, -73.948422 40.778182, -73.94888 40.77755299999999, -73.949374 40.776876, -73.951743 40.77787499999999, -73.952259 40.77809299999999, -73.953984 40.77882199999999, -73.953758 40.77913000000001)))",36061014602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.989505 40.767816, -73.989051 40.76844, -73.988559 40.769115, -73.988063 40.76979099999999, -73.985218 40.768595000000005, -73.98238 40.767399999999995, -73.982877 40.76671499999999, -73.983367 40.766045, -73.983822 40.765418, -73.984283 40.76479200000001, -73.987122 40.765989, -73.989964 40.76718799999998, -73.989505 40.767816)))",36061013900,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.933516 40.798593999999994, -73.931969 40.800711, -73.931773 40.800979, -73.93073 40.802427, -73.930236 40.802831000000005, -73.929983 40.802985, -73.928225 40.80385, -73.92725 40.802558, -73.925081 40.802521, -73.925291 40.802002000000016, -73.926854 40.799988, -73.927599 40.79803, -73.927257 40.794876, -73.929256 40.79586700000001, -73.929455 40.795978999999996, -73.931743 40.796988, -73.933991 40.79793200000001, -73.933516 40.798593999999994)))",36061019200,1.0,4.0,4.0,4.0,0.0,0.0,0.0,5.319999999999999
"MULTIPOLYGON (((-73.954817 40.789205, -73.952984 40.791722, -73.952073 40.792967, -73.951111 40.794284999999995, -73.949508 40.79360599999999, -73.947896 40.79292799999999, -73.948386 40.792255999999995, -73.948846 40.79162199999999, -73.949303 40.79099899999999, -73.949766 40.79037199999999, -73.950241 40.78974399999999, -73.95071300000001 40.789109, -73.951609 40.787858, -73.95321 40.78853300000001, -73.954817 40.789205)))",36061016800,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.992979 40.752854, -73.992528 40.753474, -73.992079 40.754091, -73.991633 40.75470700000001, -73.988787 40.753516999999995, -73.98731 40.752893, -73.985947 40.752317, -73.987294 40.750450999999984, -73.98778 40.74977199999999, -73.987937 40.749855, -73.990623 40.750992000000004, -73.993464 40.752190000000006, -73.992979 40.752854)))",36061010900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.970728 40.767394, -73.970281 40.768025, -73.969825 40.76864599999998, -73.969365 40.769271, -73.968904 40.769901, -73.968441 40.770517, -73.967994 40.77114699999999, -73.966387 40.770478, -73.964782 40.76979600000001, -73.965238 40.76916899999999, -73.965693 40.768544, -73.96615 40.767917, -73.966607 40.76729099999999, -73.96752 40.766039, -73.967974 40.765413, -73.969585 40.766091, -73.971189 40.766767, -73.970728 40.767394)))",36061012200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.98211800000001 40.777922999999994, -73.981992 40.778118, -73.981621 40.778608, -73.981135 40.779292, -73.980673 40.779925, -73.97783100000001 40.778729999999996, -73.974997 40.77753299999999, -73.975461 40.77689899999998, -73.975955 40.776219999999995, -73.976458 40.775532999999996, -73.976912 40.77490900000001, -73.979746 40.776106, -73.982102 40.777096, -73.982583 40.777303, -73.98211800000001 40.777922999999994)))",36061015700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.949332 40.78519399999999, -73.948827 40.78588100000001, -73.948378 40.78649699999999, -73.947924 40.787120999999985, -73.946128 40.78635599999999, -73.945696 40.78617299999999, -73.943319 40.785173999999984, -73.944223 40.783933, -73.944723 40.78324700000001, -73.94706900000001 40.784236, -73.948925 40.78502099999999, -73.949332 40.78519399999999)))",36061015602,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.927269 40.865535, -73.925005 40.86633599999999, -73.92311 40.867016, -73.92249800000002 40.866064000000016, -73.921884 40.865099999999984, -73.92125 40.864112, -73.920611 40.863113000000006, -73.922166 40.86253499999999, -73.922495 40.862413, -73.924742 40.861594, -73.925373 40.86258200000001, -73.92601100000002 40.863575, -73.92662 40.864525, -73.927011 40.865134, -73.927269 40.865535)))",36061029100,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.980426 40.759899000000004, -73.979972 40.76052500000001, -73.979513 40.761147999999984, -73.979057 40.76177099999999, -73.978601 40.762395999999995, -73.977686 40.763645, -73.974457 40.762292999999985, -73.974915 40.761666999999996, -73.975831 40.760418, -73.976289 40.75978700000001, -73.976744 40.759164999999996, -73.977201 40.75853800000001, -73.97765500000001 40.757912, -73.980886 40.75927, -73.980426 40.759899000000004)))",36061010400,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
