GeoName,Total Hispanic,Total Black,Total Asian,Pop,% Hispanic,% Black,% Asian
,1859.8,413.5,1385.0,3494.0,53.228391528334285,11.83457355466514,39.639381797366916
,3513.9,1138.0,461.0,4133.0,85.02056617469151,27.534478586982818,11.15412533268812
,4397.9,1315.1,497.0,5837.0,75.34521158129175,22.530409456912796,8.514647935583348
,4746.7,887.1,30.0,4103.0,115.68852059468682,21.620765293687548,0.7311723129417499
,4199.7,1492.6,290.0,4204.0,99.89771646051379,35.504281636536625,6.898192197906755
,0.0,0.0,0.0,69.0,0.0,0.0,0.0
,784.9,48.9,57.0,2440.0,32.16803278688524,2.0040983606557377,2.336065573770492
,3872.8,2335.0,72.0,4306.0,89.93961913608918,54.22666047375755,1.672085462145843
,1345.3,863.2,0.0,1555.0,86.51446945337621,55.51125401929261,0.0
,1262.0,119.0,950.0,3838.0,32.88170922355393,3.1005732152162584,24.752475247524753
,1630.9,1286.8,154.0,2337.0,69.78605049208387,55.06204535729567,6.58964484381686
,1078.7,1193.0,53.0,1737.0,62.10132412204952,68.68163500287852,3.051237766263673
,4068.1,2534.2,413.0,4858.0,83.74022231370934,52.16550020584603,8.501440922190202
,851.4,1127.5,29.0,1732.0,49.15704387990762,65.09815242494227,1.674364896073903
,1250.2,292.2,32.0,1706.0,73.28253223915591,17.127784290738568,1.875732708089097
,1217.0,1251.7,80.0,1930.0,63.056994818652846,64.85492227979275,4.145077720207254
,2322.4,690.0,469.0,3754.0,61.864677677144385,18.380394246137456,12.49334043686734
,4862.2,4752.5,409.0,6640.0,73.22590361445783,71.57379518072288,6.159638554216867
,1057.3,1881.8,340.0,2284.0,46.29159369527145,82.39054290718039,14.886164623467602
,2003.1,378.4,319.0,3539.0,56.60073467081096,10.69228595648488,9.013845719129698
,892.9,2214.9,32.0,2261.0,39.49137549756745,97.96107916850951,1.4153029632905794
,2827.1,8339.2,144.0,7542.0,37.484752055157784,110.5701405462742,1.9093078758949882
,4434.7,1468.4,81.0,3731.0,118.8608952023586,39.35674082015546,2.170999731975342
,1774.8,2038.3,307.0,3024.0,58.69047619047619,67.40410052910053,10.152116402116402
,7830.0,1785.6,0.0,5569.0,140.59974860836775,32.0632070389657,0.0
,9767.1,2433.9,27.0,7074.0,138.07039864291772,34.40627650551315,0.38167938931297707
,657.4,2776.8,0.0,2603.0,25.255474452554743,106.67691125624282,0.0
,3855.5,2213.3,0.0,3897.0,98.93507826533231,56.79497049012061,0.0
,3000.7,871.2,0.0,2449.0,122.5275622703144,35.5737035524704,0.0
,2808.3,989.7,0.0,2672.0,105.10104790419162,37.03967065868264,0.0
,1004.3,2072.4,0.0,2165.0,46.38799076212471,95.7228637413395,0.0
,2685.6,479.9,0.0,1910.0,140.60732984293193,25.12565445026178,0.0
,2342.6,1116.1,0.0,2324.0,100.80034423407918,48.0249569707401,0.0
,1241.0,2352.3,167.0,2536.0,48.935331230283914,92.75630914826499,6.585173501577287
,5338.0,1899.2,0.0,4504.0,118.51687388987567,42.16696269982238,0.0
,1339.1,1784.7,46.0,2289.0,58.50152905198777,77.96854521625164,2.0096111839231106
,7299.5,2550.1,23.0,6117.0,119.33137158737944,41.688736308648025,0.3760013078306359
,3320.3,2538.5,0.0,3890.0,85.3547557840617,65.25706940874036,0.0
,4734.9,1746.2,0.0,4023.0,117.69574944071589,43.405418841660456,0.0
,1570.2,1277.8,108.0,2274.0,69.05013192612137,56.191732629727355,4.749340369393139
,2166.1,2738.7,23.0,3569.0,60.69207060801345,76.73578033062482,0.644438217988232
,5957.5,3982.0,23.0,6878.0,86.61674905495784,57.89473684210527,0.3343995347484734
,2110.0,4471.7,81.0,4938.0,42.729850141757794,90.55690562980963,1.6403402187120293
,9447.0,1967.3,59.0,6853.0,137.85203560484462,28.707135561068142,0.8609368159929958
,1008.2,2934.4,0.0,2852.0,35.35063113604488,102.88920056100983,0.0
,6142.8,1434.2,79.0,4635.0,132.53074433656957,30.9428263214671,1.7044228694714132
,3272.7,1916.7,25.0,3468.0,94.36851211072664,55.2681660899654,0.720876585928489
,2974.0,907.7,0.0,2508.0,118.58054226475278,36.19218500797448,0.0
,6068.1,2198.3,37.0,5362.0,113.1685938082805,40.99776202909363,0.6900410294666169
,2227.7,9401.7,24.0,7949.0,28.024908793558932,118.27525474902505,0.3019247704113725
,3422.7,874.0,56.0,3401.0,100.63804763304908,25.69832402234637,1.6465745369009115
,1054.7,3103.1,0.0,2941.0,35.86195171710303,105.51173070384223,0.0
,4813.9,841.0,191.0,4819.0,99.8941689147126,17.45175347582486,3.9634778999792486
,1524.5,3244.8,28.0,3323.0,45.877219380078245,97.64670478483298,0.842612097502257
,8439.5,1365.7,396.0,7210.0,117.05270457697642,18.941747572815533,5.492371705963938
,969.8,1616.8,26.0,1809.0,53.60972913211719,89.37534549474849,1.4372581536760642
,9822.9,3050.5,26.0,8033.0,122.28183742063985,37.97460475538404,0.3236648823602639
,3027.7,3653.0,65.0,4647.0,65.15386270712287,78.60985582095977,1.398751882935227
,4821.7,1857.7,0.0,4254.0,113.34508697696286,43.669487541137755,0.0
,2084.5,4074.8,43.0,4485.0,46.47714604236343,90.85395763656634,0.9587513935340023
,1954.6,311.8,456.0,4492.0,43.51291184327694,6.941228851291184,10.151380231522706
,981.5,3813.7,32.0,3347.0,29.324768449357634,113.94383029578728,0.9560800717060053
,6386.2,1365.5,573.0,5254.0,121.54929577464787,25.989722116482678,10.905976398934145
,7110.0,1347.8,211.0,5548.0,128.15428983417448,24.293439077144914,3.8031723143475125
,6908.4,883.3,192.0,5009.0,137.91974445997204,17.634258334997003,3.8331004192453584
,6217.8,534.4,223.0,4197.0,148.14867762687635,12.7329044555635,5.313319037407672
,6917.0,1057.4,70.0,4843.0,142.8246954367128,21.833574230848647,1.4453850918851952
,5774.8,857.3,361.0,4125.0,139.99515151515152,20.7830303030303,8.751515151515152
,1229.9,3727.8,0.0,3530.0,34.8413597733711,105.60339943342775,0.0
,5726.6,1317.3,40.0,4385.0,130.59521094640823,30.04104903078677,0.9122006841505131
,8950.6,2621.4,230.0,7320.0,122.27595628415303,35.81147540983607,3.1420765027322406
,1698.6,3388.1,184.0,3792.0,44.79430379746835,89.34862869198312,4.852320675105485
,4316.4,552.5,25.0,3235.0,133.42812982998453,17.078825347758887,0.7727975270479135
,8763.0,1281.1,884.0,6968.0,125.76061997703789,18.38547646383467,12.686567164179104
,3392.2,3231.5,220.0,4475.0,75.80335195530726,72.2122905027933,4.916201117318435
,1193.5,3005.7,275.0,3580.0,33.33798882681564,83.95810055865921,7.681564245810056
,4157.5,717.7,97.0,3215.0,129.31570762052877,22.32348367029549,3.017107309486781
,9450.9,1661.1,483.0,7781.0,121.46125176712503,21.348155764040612,6.207428351111682
,2665.9,4247.9,431.0,5342.0,49.9045301385249,79.5189067764882,8.06813927368027
